U,0.24896,0.22698,0.01102,0.01163,0.00394,2.4695,1,0.80026,0.68472,0,0.11746,0.08307,2.4695,0
M,0.24798,0.22482,0.00886,0.01496,0.004,2.8410,1,0.96281,0.69359,0,0.27116,0.15596,2.8410,0
W,0.23823,0.21804,0.2776,0.01599,0,0,0,1.10472,1.21063,0,0.01455,0,0,0
C,0.1,0,0,0.1,0,0,0,1.1,0.1,0,1.0,0,0,0
